design,flow,switching_power,switching_power_%,tot_power,tot_power_%,#1-bit FFs,#2-bit FFs,#4-bit FFs,#clk bufs,#clk bufs_%,WNS,WNS_%,TNS,TNS_%,area,area_%,WL,WL_%,#inst,#inst_%
cva6,Ours alpha_2-beta_0.1-v3,0.0457212,-2.64,0.130309,-1.37,6719,761,392,612,-3.77,4.74254,-122.25,0,-100.0,17958.1,2.11,644265,-0.79,116984,-0.65
cva6,SFTray alpha_4-beta_0.1,0.0477821,1.75,0.132504,0.29,6694,723,382,607,-4.56,-17.2174,-19.21,-113.916,-22.15,17928.7,1.95,680989,4.87,116982,-0.66
cva6,Ours alpha_4-beta_0.1-v3,0.0455839,-2.93,0.13,-1.61,6691,733,385,610,-4.09,-1.17506,-94.49,-1.17506,-99.2,17925.6,1.93,638030,-1.75,116911,-0.72
cva6,SFTray alpha_8-beta_0.1,0.0471908,0.49,0.131893,-0.17,6686,668,374,627,-1.42,-22.9873,7.86,-253.49,73.24,17886.8,1.71,670103,3.19,116907,-0.72
cva6,Ours alpha_8-beta_0.1-v3,0.045403,-3.32,0.129574,-1.93,6683,687,378,598,-5.97,4.75275,-122.3,0,-100.0,17888.5,1.72,632771,-2.56,116850,-0.77
cva6,SFTray alpha_16-beta_0.1,0.0467287,-0.5,0.131079,-0.79,6680,604,364,606,-4.72,-27.0728,27.03,-242.438,65.69,17832.7,1.4,660259,1.67,116810,-0.8
cva6,Ours alpha_16-beta_0.1-v3,0.0451091,-3.94,0.129086,-2.3,6682,595,367,602,-5.35,-0.202616,-99.05,-0.202616,-99.86,17820.3,1.33,625363,-3.7,116714,-0.88
cva6,SFTray alpha_67-beta_0.1,0.0463157,-1.37,0.129453,-2.02,6678,309,365,582,-8.49,-17.0451,-20.02,-221.435,51.33,17654.6,0.39,651255,0.29,116494,-1.07
cva6,Ours alpha_67-beta_0.1-v3,0.0448397,-4.52,0.128189,-2.98,6678,334,362,599,-5.82,-2.60314,-87.79,-2.60314,-98.22,17663.6,0.44,618282,-4.79,116468,-1.09
cva6,SFTray alpha_130-beta_0.1,0.0461331,-1.76,0.12863,-2.64,6678,119,415,575,-9.59,-24.6916,15.86,-259.553,77.38,17594.8,0.05,650277,0.14,116341,-1.2
cva6,Ours alpha_130-beta_0.1-v3,0.0447525,-4.7,0.127739,-3.32,6678,129,410,592,-6.92,-5.38825,-74.72,-5.38825,-96.32,17598.7,0.07,617498,-4.91,116305,-1.23
cva6,SFTray alpha_193-beta_0.1,0.0461127,-1.81,0.128471,-2.76,6678,68,427,574,-9.75,-21.4331,0.57,-131.024,-10.46,17577.7,-0.05,650241,0.13,116300,-1.23
cva6,Ours alpha_193-beta_0.1-v3,0.0446127,-5.0,0.127466,-3.52,6678,62,427,599,-5.82,-3.42193,-83.94,-4.00024,-97.27,17577.9,-0.05,617874,-4.85,116247,-1.28
cva6,SFTray alpha_256-beta_0.1,0.0460516,-1.94,0.128284,-2.9,6678,49,433,560,-11.95,-15.3961,-27.76,-114.457,-21.78,17570.9,-0.09,650377,0.15,116273,-1.26
cva6,Ours alpha_256-beta_0.1-v3,0.0445753,-5.08,0.127346,-3.61,6678,39,435,589,-7.39,-17.2837,-18.9,-31.8647,-78.22,17572.1,-0.08,617215,-4.95,116232,-1.29
